Country Name;Country Code;Series Name;Series Code;2021 [YR2021]
Sri Lanka;LKA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;5,381165919
Sri Lanka;LKA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;33,978
Sri Lanka;LKA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;51,881
Sri Lanka;LKA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,512224555
Sri Lanka;LKA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;65,625
Sri Lanka;LKA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,894248342
St. Kitts and Nevis;KNA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25
St. Kitts and Nevis;KNA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
St. Kitts and Nevis;KNA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
St. Kitts and Nevis;KNA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-0,880100861
St. Kitts and Nevis;KNA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;71,25
St. Kitts and Nevis;KNA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
St. Lucia;LCA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;11,11111111
St. Lucia;LCA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;63,793
St. Lucia;LCA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;68,52
St. Lucia;LCA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;12,23193962
St. Lucia;LCA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;83,75
St. Lucia;LCA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
St. Martin (French part);MAF;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
St. Martin (French part);MAF;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
St. Martin (French part);MAF;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
St. Martin (French part);MAF;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
St. Martin (French part);MAF;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
St. Martin (French part);MAF;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
St. Vincent and the Grenadines;VCT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;18,18181818
St. Vincent and the Grenadines;VCT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,082
St. Vincent and the Grenadines;VCT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;63,192
St. Vincent and the Grenadines;VCT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0,753734825
St. Vincent and the Grenadines;VCT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;68,125
St. Vincent and the Grenadines;VCT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Sudan;SDN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Sudan;SDN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;29,009
Sudan;SDN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;48,489
Sudan;SDN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,868520483
Sudan;SDN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;29,375
Sudan;SDN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,915918757
Suriname;SUR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;29,41176471
Suriname;SUR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;44,581
Suriname;SUR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;54,481
Suriname;SUR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,729618827
Suriname;SUR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,75
Suriname;SUR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Sweden;SWE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;46,99140401
Sweden;SWE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,884
Sweden;SWE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;64,343
Sweden;SWE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,385840184
Sweden;SWE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;100
Sweden;SWE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,193276561
Switzerland;CHE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;42,5
Switzerland;CHE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;62,226
Switzerland;CHE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;67,38
Switzerland;CHE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,221716577
Switzerland;CHE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,125
Switzerland;CHE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,776260426
Syrian Arab Republic;SYR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;11,2
Syrian Arab Republic;SYR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;16,379
Syrian Arab Republic;SYR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;43,792
Syrian Arab Republic;SYR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Syrian Arab Republic;SYR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;40
Syrian Arab Republic;SYR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Tajikistan;TJK;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;23,80952381
Tajikistan;TJK;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;31,3
Tajikistan;TJK;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;41,168
Tajikistan;TJK;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;9,4
Tajikistan;TJK;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;78,75
Tajikistan;TJK;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,929863567
Tanzania;TZA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;36,8556701
Tanzania;TZA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;77,835
Tanzania;TZA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;81,828
Tanzania;TZA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,321384295
Tanzania;TZA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;81,25
Tanzania;TZA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,0794435
Thailand;THA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;15,74642127
Thailand;THA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;59,185
Thailand;THA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;66,9
Thailand;THA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,492095235
Thailand;THA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;78,125
Thailand;THA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,306127657
Timor-Leste;TLS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;38,46153846
Timor-Leste;TLS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,757
Timor-Leste;TLS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;66,331
Timor-Leste;TLS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,291442152
Timor-Leste;TLS;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,25
Timor-Leste;TLS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,083121617
Togo;TGO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;18,68131868
Togo;TGO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,991
Togo;TGO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;57,666
Togo;TGO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,991572047
Togo;TGO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;81,875
Togo;TGO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,11153706
Tonga;TON;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;0
Tonga;TON;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;42,359
Tonga;TON;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,352
Tonga;TON;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-2,667506175
Tonga;TON;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;58,75
Tonga;TON;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Trinidad and Tobago;TTO;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;26,19047619
Trinidad and Tobago;TTO;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;46,35
Trinidad and Tobago;TTO;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;54,28
Trinidad and Tobago;TTO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;-1,026540155
Trinidad and Tobago;TTO;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;75
Trinidad and Tobago;TTO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,894832904
Tunisia;TUN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;26,26728111
Tunisia;TUN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;25,687
Tunisia;TUN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;45,234
Tunisia;TUN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,405362003
Tunisia;TUN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;64,375
Tunisia;TUN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,636700262
Turkiye;TUR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;17,33333333
Turkiye;TUR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;32,762
Turkiye;TUR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;51,36
Turkiye;TUR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;11,35349641
Turkiye;TUR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
Turkiye;TUR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,898897041
Turkmenistan;TKM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25
Turkmenistan;TKM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;47,452
Turkmenistan;TKM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;46,232
Turkmenistan;TKM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Turkmenistan;TKM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Turkmenistan;TKM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Turks and Caicos Islands;TCA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Turks and Caicos Islands;TCA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Turks and Caicos Islands;TCA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Turks and Caicos Islands;TCA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,974508492
Turks and Caicos Islands;TCA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Turks and Caicos Islands;TCA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Tuvalu;TUV;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;6,25
Tuvalu;TUV;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;..
Tuvalu;TUV;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;..
Tuvalu;TUV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1,804062387
Tuvalu;TUV;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Tuvalu;TUV;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Uganda;UGA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;33,81294964
Uganda;UGA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;67,32
Uganda;UGA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;69,5
Uganda;UGA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,536580341
Uganda;UGA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;73,125
Uganda;UGA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,57785468
Ukraine;UKR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;20,80378251
Ukraine;UKR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;47,791
Ukraine;UKR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;54,64
Ukraine;UKR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,445625583
Ukraine;UKR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Ukraine;UKR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,228346937
United Arab Emirates;ARE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;50
United Arab Emirates;ARE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;52,789
United Arab Emirates;ARE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;81,316
United Arab Emirates;ARE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,916296076
United Arab Emirates;ARE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;82,5
United Arab Emirates;ARE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
United Kingdom;GBR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;34,25925926
United Kingdom;GBR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;58,347
United Kingdom;GBR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,171
United Kingdom;GBR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,597470972
United Kingdom;GBR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;97,5
United Kingdom;GBR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,161571918
United States;USA;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;27,64976959
United States;USA;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;55,588
United States;USA;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;61,221
United States;USA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,945484761
United States;USA;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;91,25
United States;USA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;3,457977219
Uruguay;URY;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;24,24242424
Uruguay;URY;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;56,125
Uruguay;URY;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;62,98
Uruguay;URY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,276558867
Uruguay;URY;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,75
Uruguay;URY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,101308682
Uzbekistan;UZB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;32,65306122
Uzbekistan;UZB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;39,756
Uzbekistan;UZB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;56,28
Uzbekistan;UZB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,403368136
Uzbekistan;UZB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;70,625
Uzbekistan;UZB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Vanuatu;VUT;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;0
Vanuatu;VUT;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,188
Vanuatu;VUT;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;68,89
Vanuatu;VUT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0,648653485
Vanuatu;VUT;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;55,625
Vanuatu;VUT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Venezuela, RB;VEN;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;22,15568862
Venezuela, RB;VEN;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;39,397
Venezuela, RB;VEN;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;51,843
Venezuela, RB;VEN;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Venezuela, RB;VEN;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;85
Venezuela, RB;VEN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,313630729
Viet Nam;VNM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;30,26052104
Viet Nam;VNM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;68,245
Viet Nam;VNM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;72,9
Viet Nam;VNM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2,561551142
Viet Nam;VNM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;88,125
Viet Nam;VNM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Virgin Islands (U.S.);VIR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
Virgin Islands (U.S.);VIR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;44,07
Virgin Islands (U.S.);VIR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,562
Virgin Islands (U.S.);VIR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Virgin Islands (U.S.);VIR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Virgin Islands (U.S.);VIR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
West Bank and Gaza;PSE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;..
West Bank and Gaza;PSE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;17,507
West Bank and Gaza;PSE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;43,37
West Bank and Gaza;PSE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7,011982276
West Bank and Gaza;PSE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;26,25
West Bank and Gaza;PSE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Yemen, Rep.;YEM;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;0
Yemen, Rep.;YEM;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;5,929
Yemen, Rep.;YEM;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;37,995
Yemen, Rep.;YEM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..
Yemen, Rep.;YEM;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;26,875
Yemen, Rep.;YEM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Zambia;ZMB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;15,06024096
Zambia;ZMB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;54,029
Zambia;ZMB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;60,64
Zambia;ZMB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,598734034
Zambia;ZMB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;81,25
Zambia;ZMB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,979965768
Zimbabwe;ZWE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;31,85185185
Zimbabwe;ZWE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;60,663
Zimbabwe;ZWE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;65,593
Zimbabwe;ZWE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;8,468016898
Zimbabwe;ZWE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;86,875
Zimbabwe;ZWE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,815977411
Africa Eastern and Southern;AFE;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;30,47478837
Africa Eastern and Southern;AFE;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;64,43443329
Africa Eastern and Southern;AFE;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;69,53779185
Africa Eastern and Southern;AFE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4,334926691
Africa Eastern and Southern;AFE;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Africa Eastern and Southern;AFE;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,005090848
Africa Western and Central;AFW;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;17,82437746
Africa Western and Central;AFW;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;54,09194066
Africa Western and Central;AFW;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;61,38001871
Africa Western and Central;AFW;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,980848328
Africa Western and Central;AFW;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Africa Western and Central;AFW;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,164363128
Arab World;ARB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;18,22454308
Arab World;ARB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;19,20386763
Arab World;ARB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;45,55947919
Arab World;ARB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3,563609982
Arab World;ARB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Arab World;ARB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;5,089550172
Caribbean small states;CSS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;25,89285714
Caribbean small states;CSS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;53,4400128
Caribbean small states;CSS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;61,37586537
Caribbean small states;CSS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5,760881209
Caribbean small states;CSS;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Caribbean small states;CSS;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;..
Central Europe and the Baltics;CEB;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;24,21296296
Central Europe and the Baltics;CEB;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;49,38661945
Central Europe and the Baltics;CEB;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;56,94752358
Central Europe and the Baltics;CEB;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,378588914
Central Europe and the Baltics;CEB;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Central Europe and the Baltics;CEB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,880000116
Early-demographic dividend;EAR;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;24,27935943
Early-demographic dividend;EAR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;32,88914017
Early-demographic dividend;EAR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;53,48049877
Early-demographic dividend;EAR;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,9011687
Early-demographic dividend;EAR;Women Business and the Law Index Score (scale 1-100);SG.LAW.INDX;..
Early-demographic dividend;EAR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,223808673
East Asia & Pacific;EAS;Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;21,38448505
East Asia & Pacific;EAS;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;58,94939482
East Asia & Pacific;EAS;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;66,271755
East Asia & Pacific;EAS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6,102739833
